index,ts_code,symbol,name,area,industry,fullname,market,exchange,list_date,is_hs
0,000001.SZ,000001,平安银行,深圳,银行,平安银行股份有限公司,主板,SZSE,19910403,S
1,000002.SZ,000002,万科A,深圳,全国地产,万科企业股份有限公司,主板,SZSE,19910129,S
2,000004.SZ,000004,国华网安,深圳,软件服务,深圳国华网安科技股份有限公司,主板,SZSE,19910114,N
3,000005.SZ,000005,ST星源,深圳,环境保护,深圳世纪星源股份有限公司,主板,SZSE,19901210,N
4,000006.SZ,000006,深振业A,深圳,区域地产,深圳市振业(集团)股份有限公司,主板,SZSE,19920427,S
5,000007.SZ,000007,*ST全新,深圳,其他商业,深圳市全新好股份有限公司,主板,SZSE,19920413,N
6,000008.SZ,000008,神州高铁,北京,运输设备,神州高铁技术股份有限公司,主板,SZSE,19920507,S
7,000009.SZ,000009,中国宝安,深圳,电气设备,中国宝安集团股份有限公司,主板,SZSE,19910625,S
8,000010.SZ,000010,美丽生态,深圳,建筑工程,深圳美丽生态股份有限公司,主板,SZSE,19951027,N
9,000011.SZ,000011,深物业A,深圳,区域地产,深圳市物业发展(集团)股份有限公司,主板,SZSE,19920330,S
10,000012.SZ,000012,南玻A,深圳,玻璃,中国南玻集团股份有限公司,主板,SZSE,19920228,S
11,000014.SZ,000014,沙河股份,深圳,全国地产,沙河实业股份有限公司,主板,SZSE,19920602,N
12,000016.SZ,000016,深康佳A,深圳,家用电器,康佳集团股份有限公司,主板,SZSE,19920327,S
13,000017.SZ,000017,深中华A,深圳,服饰,深圳中华自行车(集团)股份有限公司,主板,SZSE,19920331,N
14,000019.SZ,000019,深粮控股,深圳,农业综合,深圳市深粮控股股份有限公司,主板,SZSE,19921012,S
15,000020.SZ,000020,深华发A,深圳,元器件,深圳中恒华发股份有限公司,主板,SZSE,19920428,N
16,000021.SZ,000021,深科技,深圳,元器件,深圳长城开发科技股份有限公司,主板,SZSE,19940202,S
17,000023.SZ,000023,ST深天,深圳,水泥,深圳市天地(集团)股份有限公司,主板,SZSE,19930429,N
18,000025.SZ,000025,特力A,深圳,汽车服务,深圳市特力(集团)股份有限公司,主板,SZSE,19930621,S
19,000026.SZ,000026,飞亚达,深圳,服饰,飞亚达精密科技股份有限公司,主板,SZSE,19930603,N
20,000027.SZ,000027,深圳能源,深圳,火力发电,深圳能源集团股份有限公司,主板,SZSE,19930903,S
21,000028.SZ,000028,国药一致,深圳,医药商业,国药集团一致药业股份有限公司,主板,SZSE,19930809,S
22,000029.SZ,000029,深深房A,深圳,区域地产,深圳经济特区房地产(集团)股份有限公司,主板,SZSE,19930915,S
23,000030.SZ,000030,富奥股份,吉林,汽车配件,富奥汽车零部件股份有限公司,主板,SZSE,19930929,S
24,000031.SZ,000031,大悦城,深圳,全国地产,大悦城控股集团股份有限公司,主板,SZSE,19931008,S
25,000032.SZ,000032,深桑达A,深圳,建筑工程,深圳市桑达实业股份有限公司,主板,SZSE,19931028,S
26,000034.SZ,000034,神州数码,深圳,软件服务,神州数码集团股份有限公司,主板,SZSE,19940509,S
27,000035.SZ,000035,中国天楹,江苏,环境保护,中国天楹股份有限公司,主板,SZSE,19940408,S
28,000036.SZ,000036,华联控股,深圳,全国地产,华联控股股份有限公司,主板,SZSE,19940617,S
29,000037.SZ,000037,深南电A,深圳,火力发电,深圳南山热电股份有限公司,主板,SZSE,19940701,N
30,000039.SZ,000039,中集集团,深圳,运输设备,中国国际海运集装箱(集团)股份有限公司,主板,SZSE,19940408,S
31,000040.SZ,000040,东旭蓝天,深圳,新型电力,东旭蓝天新能源股份有限公司,主板,SZSE,19940808,S
32,000042.SZ,000042,中洲控股,深圳,全国地产,深圳市中洲投资控股股份有限公司,主板,SZSE,19940921,S
33,000045.SZ,000045,深纺织A,深圳,元器件,深圳市纺织(集团)股份有限公司,主板,SZSE,19940815,N
34,000046.SZ,000046,*ST泛海,北京,多元金融,泛海控股股份有限公司,主板,SZSE,19940912,N
35,000048.SZ,000048,京基智农,深圳,区域地产,深圳市京基智农时代股份有限公司,主板,SZSE,19941101,S
36,000049.SZ,000049,德赛电池,深圳,电气设备,深圳市德赛电池科技股份有限公司,主板,SZSE,19950320,S
37,000050.SZ,000050,深天马A,深圳,元器件,天马微电子股份有限公司,主板,SZSE,19950315,S
38,000055.SZ,000055,方大集团,深圳,装修装饰,方大集团股份有限公司,主板,SZSE,19960415,N
39,000056.SZ,000056,皇庭国际,深圳,房产服务,深圳市皇庭国际企业股份有限公司,主板,SZSE,19960708,N
40,000058.SZ,000058,深赛格,深圳,商品城,深圳赛格股份有限公司,主板,SZSE,19961226,S
41,000059.SZ,000059,华锦股份,辽宁,石油加工,北方华锦化学工业股份有限公司,主板,SZSE,19970130,S
42,000060.SZ,000060,中金岭南,深圳,铅锌,深圳市中金岭南有色金属股份有限公司,主板,SZSE,19970123,S
43,000061.SZ,000061,农产品,深圳,农业综合,深圳市农产品集团股份有限公司,主板,SZSE,19970110,S
44,000062.SZ,000062,深圳华强,深圳,元器件,深圳华强实业股份有限公司,主板,SZSE,19970130,S
45,000063.SZ,000063,中兴通讯,深圳,通信设备,中兴通讯股份有限公司,主板,SZSE,19971118,S
46,000065.SZ,000065,北方国际,北京,建筑工程,北方国际合作股份有限公司,主板,SZSE,19980605,S
47,000066.SZ,000066,中国长城,深圳,IT设备,中国长城科技集团股份有限公司,主板,SZSE,19970626,S
48,000068.SZ,000068,华控赛格,深圳,环境保护,深圳华控赛格股份有限公司,主板,SZSE,19970611,N
49,000069.SZ,000069,华侨城A,深圳,全国地产,深圳华侨城股份有限公司,主板,SZSE,19970910,S
50,000070.SZ,000070,特发信息,深圳,通信设备,深圳市特发信息股份有限公司,主板,SZSE,20000511,S
51,000078.SZ,000078,海王生物,深圳,医药商业,深圳市海王生物工程股份有限公司,主板,SZSE,19981218,S
52,000088.SZ,000088,盐田港,深圳,港口,深圳市盐田港股份有限公司,主板,SZSE,19970728,S
53,000089.SZ,000089,深圳机场,深圳,机场,深圳市机场股份有限公司,主板,SZSE,19980420,S
54,000090.SZ,000090,天健集团,深圳,建筑工程,深圳市天健(集团)股份有限公司,主板,SZSE,19990721,S
55,000096.SZ,000096,广聚能源,深圳,石油贸易,深圳市广聚能源股份有限公司,主板,SZSE,20000724,N
56,000099.SZ,000099,中信海直,深圳,空运,中信海洋直升机股份有限公司,主板,SZSE,20000731,S
57,000100.SZ,000100,TCL科技,广东,元器件,TCL科技集团股份有限公司,主板,SZSE,20040130,S
58,000151.SZ,000151,中成股份,北京,商贸代理,中成进出口股份有限公司,主板,SZSE,20000906,N
59,000153.SZ,000153,丰原药业,安徽,化学制药,安徽丰原药业股份有限公司,主板,SZSE,20000920,N
60,000155.SZ,000155,川能动力,四川,新型电力,四川省新能源动力股份有限公司,主板,SZSE,20000926,S
61,000156.SZ,000156,华数传媒,浙江,影视音像,华数传媒控股股份有限公司,主板,SZSE,20000906,S
62,000157.SZ,000157,中联重科,湖南,工程机械,中联重科股份有限公司,主板,SZSE,20001012,S
63,000158.SZ,000158,常山北明,河北,软件服务,石家庄常山北明科技股份有限公司,主板,SZSE,20000724,S
64,000159.SZ,000159,国际实业,新疆,石油贸易,新疆国际实业股份有限公司,主板,SZSE,20000926,N
65,000166.SZ,000166,申万宏源,新疆,证券,申万宏源集团股份有限公司,主板,SZSE,20150126,S
66,000301.SZ,000301,东方盛虹,江苏,化纤,江苏东方盛虹股份有限公司,主板,SZSE,20000529,S
67,000333.SZ,000333,美的集团,广东,家用电器,美的集团股份有限公司,主板,SZSE,20130918,S
68,000338.SZ,000338,潍柴动力,山东,汽车配件,潍柴动力股份有限公司,主板,SZSE,20070430,S
69,000400.SZ,000400,许继电气,河南,电气设备,许继电气股份有限公司,主板,SZSE,19970418,S
70,000401.SZ,000401,冀东水泥,河北,水泥,唐山冀东水泥股份有限公司,主板,SZSE,19960614,S
71,000402.SZ,000402,金融街,北京,全国地产,金融街控股股份有限公司,主板,SZSE,19960626,S
72,000403.SZ,000403,派林生物,山西,生物制药,派斯双林生物制药股份有限公司,主板,SZSE,19960628,S
73,000404.SZ,000404,长虹华意,江西,家用电器,长虹华意压缩机股份有限公司,主板,SZSE,19960619,N
74,000407.SZ,000407,胜利股份,山东,供气供热,山东胜利股份有限公司,主板,SZSE,19960703,N
75,000408.SZ,000408,藏格矿业,青海,农药化肥,藏格矿业股份有限公司,主板,SZSE,19960628,S
76,000409.SZ,000409,云鼎科技,山东,软件服务,云鼎科技股份有限公司,主板,SZSE,19960627,S
77,000410.SZ,000410,沈阳机床,辽宁,机床制造,沈阳机床股份有限公司,主板,SZSE,19960718,S
78,000411.SZ,000411,英特集团,浙江,医药商业,浙江英特集团股份有限公司,主板,SZSE,19960716,N
79,000413.SZ,000413,东旭光电,河北,元器件,东旭光电科技股份有限公司,主板,SZSE,19960925,S
80,000415.SZ,000415,渤海租赁,新疆,多元金融,渤海租赁股份有限公司,主板,SZSE,19960716,S
81,000416.SZ,000416,*ST民控,山东,多元金融,民生控股股份有限公司,主板,SZSE,19960719,N
82,000417.SZ,000417,合肥百货,安徽,百货,合肥百货大楼集团股份有限公司,主板,SZSE,19960812,N
83,000419.SZ,000419,通程控股,湖南,百货,长沙通程控股股份有限公司,主板,SZSE,19960816,N
84,000420.SZ,000420,吉林化纤,吉林,化纤,吉林化纤股份有限公司,主板,SZSE,19960802,S
85,000421.SZ,000421,南京公用,江苏,供气供热,南京公用发展股份有限公司,主板,SZSE,19960806,N
86,000422.SZ,000422,湖北宜化,湖北,农药化肥,湖北宜化化工股份有限公司,主板,SZSE,19960815,S
87,000423.SZ,000423,东阿阿胶,山东,中成药,东阿阿胶股份有限公司,主板,SZSE,19960729,S
88,000425.SZ,000425,徐工机械,江苏,工程机械,徐工集团工程机械股份有限公司,主板,SZSE,19960828,S
89,000426.SZ,000426,兴业银锡,内蒙,铅锌,内蒙古兴业银锡矿业股份有限公司,主板,SZSE,19960828,S
90,000428.SZ,000428,华天酒店,湖南,酒店餐饮,华天酒店集团股份有限公司,主板,SZSE,19960808,S
91,000429.SZ,000429,粤高速A,广东,路桥,广东省高速公路发展股份有限公司,主板,SZSE,19980220,S
92,000430.SZ,000430,张家界,湖南,旅游景点,张家界旅游集团股份有限公司,主板,SZSE,19960829,N
93,000488.SZ,000488,晨鸣纸业,山东,造纸,山东晨鸣纸业集团股份有限公司,主板,SZSE,20001120,S
94,000498.SZ,000498,山东路桥,山东,建筑工程,山东高速路桥集团股份有限公司,主板,SZSE,19970609,S
95,000501.SZ,000501,武商集团,湖北,百货,武商集团股份有限公司,主板,SZSE,19921120,S
96,000503.SZ,000503,国新健康,山东,软件服务,国新健康保障服务集团股份有限公司,主板,SZSE,19921130,S
97,000504.SZ,000504,南华生物,湖南,医疗保健,南华生物医药股份有限公司,主板,SZSE,19921208,N
98,000505.SZ,000505,京粮控股,海南,食品,海南京粮控股股份有限公司,主板,SZSE,19921221,S
99,000506.SZ,000506,中润资源,山东,黄金,中润资源投资股份有限公司,主板,SZSE,19930312,N
100,000507.SZ,000507,珠海港,广东,港口,珠海港股份有限公司,主板,SZSE,19930326,S
101,000509.SZ,000509,华塑控股,四川,元器件,华塑控股股份有限公司,主板,SZSE,19930507,N
102,000510.SZ,000510,新金路,四川,化工原料,四川新金路集团股份有限公司,主板,SZSE,19930507,N
103,000513.SZ,000513,丽珠集团,广东,化学制药,丽珠医药集团股份有限公司,主板,SZSE,19931028,S
104,000514.SZ,000514,渝开发,重庆,区域地产,重庆渝开发股份有限公司,主板,SZSE,19930712,N
105,000516.SZ,000516,国际医学,陕西,医疗保健,西安国际医学投资股份有限公司,主板,SZSE,19930809,S
106,000517.SZ,000517,荣安地产,浙江,区域地产,荣安地产股份有限公司,主板,SZSE,19930806,S
107,000518.SZ,000518,四环生物,江苏,生物制药,江苏四环生物股份有限公司,主板,SZSE,19930908,N
108,000519.SZ,000519,中兵红箭,湖南,专用机械,中兵红箭股份有限公司,主板,SZSE,19931008,S
109,000520.SZ,000520,长航凤凰,湖北,水运,长航凤凰股份有限公司,主板,SZSE,19931025,N
110,000521.SZ,000521,长虹美菱,安徽,家用电器,长虹美菱股份有限公司,主板,SZSE,19931018,N
111,000523.SZ,000523,广州浪奇,广东,日用化工,广州市浪奇实业股份有限公司,主板,SZSE,19931108,S
112,000524.SZ,000524,岭南控股,广东,旅游服务,广州岭南集团控股股份有限公司,主板,SZSE,19931118,S
113,000525.SZ,000525,ST红太阳,江苏,农药化肥,南京红太阳股份有限公司,主板,SZSE,19931028,N
114,000526.SZ,000526,学大教育,福建,文教休闲,学大(厦门)教育科技集团股份有限公司,主板,SZSE,19931101,N
115,000528.SZ,000528,柳工,广西,工程机械,广西柳工机械股份有限公司,主板,SZSE,19931118,S
116,000529.SZ,000529,广弘控股,广东,出版业,广东广弘控股股份有限公司,主板,SZSE,19931118,N
117,000530.SZ,000530,冰山冷热,辽宁,机械基件,冰山冷热科技股份有限公司,主板,SZSE,19931208,N
118,000531.SZ,000531,穗恒运A,广东,火力发电,广州恒运企业集团股份有限公司,主板,SZSE,19940106,S
119,000532.SZ,000532,华金资本,广东,多元金融,珠海华金资本股份有限公司,主板,SZSE,19940103,N
120,000533.SZ,000533,顺钠股份,广东,电气设备,广东顺钠电气股份有限公司,主板,SZSE,19940103,N
121,000534.SZ,000534,万泽股份,广东,生物制药,万泽实业股份有限公司,主板,SZSE,19940110,S
122,000536.SZ,000536,华映科技,福建,元器件,华映科技(集团)股份有限公司,主板,SZSE,19931126,S
123,000537.SZ,000537,广宇发展,天津,新型电力,天津中绿电投资股份有限公司,主板,SZSE,19931210,S
124,000538.SZ,000538,云南白药,云南,中成药,云南白药集团股份有限公司,主板,SZSE,19931215,S
125,000539.SZ,000539,粤电力A,广东,火力发电,广东电力发展股份有限公司,主板,SZSE,19931126,S
126,000541.SZ,000541,佛山照明,广东,家用电器,佛山电器照明股份有限公司,主板,SZSE,19931123,S
127,000543.SZ,000543,皖能电力,安徽,火力发电,安徽省皖能股份有限公司,主板,SZSE,19931220,S
128,000544.SZ,000544,中原环保,河南,环境保护,中原环保股份有限公司,主板,SZSE,19931208,S
129,000545.SZ,000545,金浦钛业,吉林,化工原料,金浦钛业股份有限公司,主板,SZSE,19931215,N
130,000546.SZ,000546,ST金圆,吉林,环境保护,金圆环保股份有限公司,主板,SZSE,19931215,N
131,000547.SZ,000547,航天发展,福建,通信设备,航天工业发展股份有限公司,主板,SZSE,19931130,S
132,000548.SZ,000548,湖南投资,湖南,路桥,湖南投资集团股份有限公司,主板,SZSE,19931220,N
133,000550.SZ,000550,江铃汽车,江西,汽车整车,江铃汽车股份有限公司,主板,SZSE,19931201,S
134,000551.SZ,000551,创元科技,江苏,专用机械,创元科技股份有限公司,主板,SZSE,19940106,N
135,000552.SZ,000552,甘肃能化,甘肃,煤炭开采,甘肃能化股份有限公司,主板,SZSE,19940106,S
136,000553.SZ,000553,安道麦A,湖北,农药化肥,安道麦股份有限公司,主板,SZSE,19931203,S
137,000554.SZ,000554,泰山石油,山东,石油贸易,中国石化山东泰山石油股份有限公司,主板,SZSE,19931215,N
138,000555.SZ,000555,神州信息,深圳,软件服务,神州数码信息服务股份有限公司,主板,SZSE,19940408,S
139,000557.SZ,000557,西部创业,宁夏,铁路,宁夏西部创业实业股份有限公司,主板,SZSE,19940617,S
140,000558.SZ,000558,莱茵体育,浙江,文教休闲,莱茵达体育发展股份有限公司,主板,SZSE,19940509,N
141,000559.SZ,000559,万向钱潮,浙江,汽车配件,万向钱潮股份公司,主板,SZSE,19940110,S
142,000560.SZ,000560,我爱我家,云南,房产服务,我爱我家控股集团股份有限公司,主板,SZSE,19940202,S
143,000561.SZ,000561,烽火电子,陕西,通信设备,陕西烽火电子股份有限公司,主板,SZSE,19940509,S
144,000563.SZ,000563,陕国投A,陕西,多元金融,陕西省国际信托股份有限公司,主板,SZSE,19940110,S
145,000564.SZ,000564,ST大集,陕西,百货,供销大集集团股份有限公司,主板,SZSE,19940110,N
146,000565.SZ,000565,渝三峡A,重庆,染料涂料,重庆三峡油漆股份有限公司,主板,SZSE,19940408,N
147,000566.SZ,000566,海南海药,海南,化学制药,海南海药股份有限公司,主板,SZSE,19940525,S
148,000567.SZ,000567,海德股份,海南,多元金融,海南海德资本管理股份有限公司,主板,SZSE,19940525,S
149,000568.SZ,000568,泸州老窖,四川,白酒,泸州老窖股份有限公司,主板,SZSE,19940509,S
150,000570.SZ,000570,苏常柴A,江苏,农用机械,常柴股份有限公司,主板,SZSE,19940701,N
151,000571.SZ,000571,新大洲A,海南,煤炭开采,新大洲控股股份有限公司,主板,SZSE,19940525,N
152,000572.SZ,000572,海马汽车,海南,汽车整车,海马汽车股份有限公司,主板,SZSE,19940808,S
153,000573.SZ,000573,粤宏远A,广东,电气设备,东莞宏远工业区股份有限公司,主板,SZSE,19940815,N
154,000576.SZ,000576,甘化科工,广东,食品,广东甘化科工股份有限公司,主板,SZSE,19940907,S
155,000581.SZ,000581,威孚高科,江苏,汽车配件,无锡威孚高科技集团股份有限公司,主板,SZSE,19980924,S
156,000582.SZ,000582,北部湾港,广西,港口,北部湾港股份有限公司,主板,SZSE,19951102,S
157,000584.SZ,000584,ST工智,江苏,专用机械,江苏哈工智能机器人股份有限公司,主板,SZSE,19951128,N
158,000586.SZ,000586,汇源通信,四川,通信设备,四川汇源光通信股份有限公司,主板,SZSE,19951220,N
159,000589.SZ,000589,贵州轮胎,贵州,汽车配件,贵州轮胎股份有限公司,主板,SZSE,19960308,S
160,000590.SZ,000590,启迪药业,湖南,中成药,启迪药业集团股份公司,主板,SZSE,19960119,N
161,000591.SZ,000591,太阳能,重庆,新型电力,中节能太阳能股份有限公司,主板,SZSE,19960208,S
162,000592.SZ,000592,平潭发展,福建,林业,中福海峡(平潭)发展股份有限公司,主板,SZSE,19960327,S
163,000593.SZ,000593,德龙汇能,四川,供气供热,德龙汇能集团股份有限公司,主板,SZSE,19960312,N
164,000595.SZ,000595,宝塔实业,宁夏,机械基件,宝塔实业股份有限公司,主板,SZSE,19960419,S
165,000596.SZ,000596,古井贡酒,安徽,白酒,安徽古井贡酒股份有限公司,主板,SZSE,19960927,S
166,000597.SZ,000597,东北制药,辽宁,化学制药,东北制药集团股份有限公司,主板,SZSE,19960523,S
167,000598.SZ,000598,兴蓉环境,四川,水务,成都市兴蓉环境股份有限公司,主板,SZSE,19960529,S
168,000599.SZ,000599,青岛双星,山东,汽车配件,青岛双星股份有限公司,主板,SZSE,19960430,N
169,000600.SZ,000600,建投能源,河北,火力发电,河北建投能源投资股份有限公司,主板,SZSE,19960606,S
170,000601.SZ,000601,韶能股份,广东,水力发电,广东韶能集团股份有限公司,主板,SZSE,19960830,S
171,000603.SZ,000603,盛达资源,北京,铅锌,盛达金属资源股份有限公司,主板,SZSE,19960823,S
172,000605.SZ,000605,渤海股份,北京,供气供热,渤海水业股份有限公司,主板,SZSE,19960913,N
173,000607.SZ,000607,华媒控股,浙江,广告包装,浙江华媒控股股份有限公司,主板,SZSE,19960830,S
174,000608.SZ,000608,阳光股份,广西,区域地产,阳光新业地产股份有限公司,主板,SZSE,19960919,N
175,000609.SZ,000609,中迪投资,北京,区域地产,北京中迪投资股份有限公司,主板,SZSE,19961010,N
176,000610.SZ,000610,西安旅游,陕西,旅游服务,西安旅游股份有限公司,主板,SZSE,19960926,N
177,000612.SZ,000612,焦作万方,河南,铝,焦作万方铝业股份有限公司,主板,SZSE,19960926,S
178,000615.SZ,000615,*ST美谷,湖北,医疗保健,奥园美谷科技股份有限公司,主板,SZSE,19961016,N
179,000616.SZ,000616,*ST海投,辽宁,全国地产,海航投资集团股份有限公司,主板,SZSE,19961108,N
180,000617.SZ,000617,中油资本,新疆,多元金融,中国石油集团资本股份有限公司,主板,SZSE,19961022,S
181,000619.SZ,000619,海螺新材,安徽,其他建材,海螺(安徽)节能环保新材料股份有限公司,主板,SZSE,19961023,N
182,000620.SZ,000620,*ST新联,北京,全国地产,新华联文化旅游发展股份有限公司,主板,SZSE,19961029,N
183,000622.SZ,000622,恒立实业,湖南,批发业,恒立实业发展集团股份有限公司,主板,SZSE,19961107,N
184,000623.SZ,000623,吉林敖东,吉林,中成药,吉林敖东药业集团股份有限公司,主板,SZSE,19961028,S
185,000625.SZ,000625,长安汽车,重庆,汽车整车,重庆长安汽车股份有限公司,主板,SZSE,19970610,S
186,000626.SZ,000626,远大控股,江苏,商贸代理,远大产业控股股份有限公司,主板,SZSE,19961128,S
187,000627.SZ,000627,天茂集团,湖北,保险,天茂实业集团股份有限公司,主板,SZSE,19961112,S
188,000628.SZ,000628,高新发展,四川,建筑工程,成都高新发展股份有限公司,主板,SZSE,19961118,N
189,000629.SZ,000629,钒钛股份,四川,小金属,攀钢集团钒钛资源股份有限公司,主板,SZSE,19961115,S
190,000630.SZ,000630,铜陵有色,安徽,铜,铜陵有色金属集团股份有限公司,主板,SZSE,19961120,S
191,000631.SZ,000631,顺发恒业,浙江,综合类,顺发恒业股份公司,主板,SZSE,19961122,S
192,000632.SZ,000632,三木集团,福建,综合类,福建三木集团股份有限公司,主板,SZSE,19961121,N
193,000633.SZ,000633,合金投资,新疆,小金属,新疆合金投资股份有限公司,主板,SZSE,19961112,N
194,000635.SZ,000635,英力特,宁夏,化工原料,宁夏英力特化工股份有限公司,主板,SZSE,19961120,N
195,000636.SZ,000636,风华高科,广东,元器件,广东风华高新科技股份有限公司,主板,SZSE,19961129,S
196,000637.SZ,000637,ST实华,广东,石油加工,茂名石化实华股份有限公司,主板,SZSE,19961114,N
197,000638.SZ,000638,万方发展,吉林,农业综合,万方城镇投资发展股份有限公司,主板,SZSE,19961126,N
198,000639.SZ,000639,西王食品,山东,食品,西王食品股份有限公司,主板,SZSE,19961126,S
199,000650.SZ,000650,仁和药业,江西,中成药,仁和药业股份有限公司,主板,SZSE,19961210,S
200,000651.SZ,000651,格力电器,广东,家用电器,珠海格力电器股份有限公司,主板,SZSE,19961118,S
201,000652.SZ,000652,泰达股份,天津,批发业,天津泰达股份有限公司,主板,SZSE,19961128,S
202,000655.SZ,000655,金岭矿业,山东,普钢,山东金岭矿业股份有限公司,主板,SZSE,19961128,N
203,000656.SZ,000656,金科股份,重庆,全国地产,金科地产集团股份有限公司,主板,SZSE,19961128,S
204,000657.SZ,000657,中钨高新,海南,小金属,中钨高新材料股份有限公司,主板,SZSE,19961205,S
205,000659.SZ,000659,珠海中富,广东,广告包装,珠海中富实业股份有限公司,主板,SZSE,19961203,N
206,000661.SZ,000661,长春高新,吉林,生物制药,长春高新技术产业(集团)股份有限公司,主板,SZSE,19961218,S
207,000663.SZ,000663,永安林业,福建,林业,福建省永安林业(集团)股份有限公司,主板,SZSE,19961206,N
208,000665.SZ,000665,湖北广电,湖北,影视音像,湖北省广播电视信息网络股份有限公司,主板,SZSE,19961210,S
209,000666.SZ,000666,经纬纺机,北京,多元金融,经纬纺织机械股份有限公司,主板,SZSE,19961210,S
210,000668.SZ,000668,荣丰控股,山东,医药商业,荣丰控股集团股份有限公司,主板,SZSE,19961210,N
211,000669.SZ,000669,ST金鸿,吉林,供气供热,金鸿控股集团股份有限公司,主板,SZSE,19961210,N
212,000670.SZ,000670,盈方微,湖北,元器件,盈方微电子股份有限公司,主板,SZSE,19961217,S
213,000671.SZ,000671,ST阳光城,福建,区域地产,阳光城集团股份有限公司,主板,SZSE,19961218,N
214,000672.SZ,000672,上峰水泥,甘肃,水泥,甘肃上峰水泥股份有限公司,主板,SZSE,19961218,S
215,000676.SZ,000676,智度股份,广东,互联网,智度科技股份有限公司,主板,SZSE,19961224,S
216,000677.SZ,000677,恒天海龙,山东,化纤,恒天海龙股份有限公司,主板,SZSE,19961226,N
217,000678.SZ,000678,襄阳轴承,湖北,汽车配件,襄阳汽车轴承股份有限公司,主板,SZSE,19970106,N
218,000679.SZ,000679,大连友谊,辽宁,百货,大连友谊(集团)股份有限公司,主板,SZSE,19970124,N
219,000680.SZ,000680,山推股份,山东,工程机械,山推工程机械股份有限公司,主板,SZSE,19970122,S
220,000681.SZ,000681,视觉中国,江苏,互联网,视觉(中国)文化发展股份有限公司,主板,SZSE,19970121,S
221,000682.SZ,000682,东方电子,山东,电气设备,东方电子股份有限公司,主板,SZSE,19970121,S
222,000683.SZ,000683,远兴能源,内蒙,化工原料,内蒙古远兴能源股份有限公司,主板,SZSE,19970131,S
223,000685.SZ,000685,中山公用,广东,水务,中山公用事业集团股份有限公司,主板,SZSE,19970123,S
224,000686.SZ,000686,东北证券,吉林,证券,东北证券股份有限公司,主板,SZSE,19970227,S
225,000688.SZ,000688,国城矿业,重庆,铅锌,国城矿业股份有限公司,主板,SZSE,19970120,S
226,000690.SZ,000690,宝新能源,广东,火力发电,广东宝丽华新能源股份有限公司,主板,SZSE,19970128,S
227,000691.SZ,000691,亚太实业,甘肃,化工原料,甘肃亚太实业发展股份有限公司,主板,SZSE,19970228,N
228,000692.SZ,000692,*ST惠天,辽宁,供气供热,沈阳惠天热电股份有限公司,主板,SZSE,19970227,N
229,000695.SZ,000695,滨海能源,天津,广告包装,天津滨海能源发展股份有限公司,主板,SZSE,19970218,N
230,000697.SZ,000697,*ST炼石,陕西,航空,炼石航空科技股份有限公司,主板,SZSE,19970325,N
231,000698.SZ,000698,沈阳化工,辽宁,石油加工,沈阳化工股份有限公司,主板,SZSE,19970220,N
232,000700.SZ,000700,模塑科技,江苏,汽车配件,江南模塑科技股份有限公司,主板,SZSE,19970228,N
233,000701.SZ,000701,厦门信达,福建,商贸代理,厦门信达股份有限公司,主板,SZSE,19970226,N
234,000702.SZ,000702,正虹科技,湖南,饲料,湖南正虹科技发展股份有限公司,主板,SZSE,19970318,N
235,000703.SZ,000703,恒逸石化,广西,化纤,恒逸石化股份有限公司,主板,SZSE,19970328,S
236,000705.SZ,000705,浙江震元,浙江,医药商业,浙江震元股份有限公司,主板,SZSE,19970410,N
237,000707.SZ,000707,双环科技,湖北,化工原料,湖北双环科技股份有限公司,主板,SZSE,19970415,N
238,000708.SZ,000708,中信特钢,湖北,特种钢,中信泰富特钢集团股份有限公司,主板,SZSE,19970326,S
239,000709.SZ,000709,河钢股份,河北,普钢,河钢股份有限公司,主板,SZSE,19970416,S
240,000710.SZ,000710,贝瑞基因,四川,医疗保健,成都市贝瑞和康基因技术股份有限公司,主板,SZSE,19970422,N
241,000711.SZ,000711,*ST京蓝,黑龙江,环境保护,京蓝科技股份有限公司,主板,SZSE,19970411,N
242,000712.SZ,000712,锦龙股份,广东,证券,广东锦龙发展股份有限公司,主板,SZSE,19970415,S
243,000713.SZ,000713,丰乐种业,安徽,种植业,合肥丰乐种业股份有限公司,主板,SZSE,19970422,S
244,000715.SZ,000715,中兴商业,辽宁,百货,中兴-沈阳商业大厦(集团)股份有限公司,主板,SZSE,19970508,N
245,000716.SZ,000716,黑芝麻,广西,食品,南方黑芝麻集团股份有限公司,主板,SZSE,19970418,S
246,000717.SZ,000717,中南股份,广东,普钢,广东中南钢铁股份有限公司,主板,SZSE,19970508,S
247,000718.SZ,000718,苏宁环球,吉林,区域地产,苏宁环球股份有限公司,主板,SZSE,19970408,S
248,000719.SZ,000719,中原传媒,河南,出版业,中原大地传媒股份有限公司,主板,SZSE,19970331,S
249,000720.SZ,000720,新能泰山,山东,电气设备,山东新能泰山发电股份有限公司,主板,SZSE,19970509,S
250,000721.SZ,000721,西安饮食,陕西,酒店餐饮,西安饮食股份有限公司,主板,SZSE,19970430,S
251,000722.SZ,000722,湖南发展,湖南,其他建材,湖南发展集团股份有限公司,主板,SZSE,19970522,S
252,000723.SZ,000723,美锦能源,山西,焦炭加工,山西美锦能源股份有限公司,主板,SZSE,19970515,S
253,000725.SZ,000725,京东方A,北京,元器件,京东方科技集团股份有限公司,主板,SZSE,20010112,S
